丐	U+4E10	4	カイ・カツ・カチ・こう
丕	U+4E15	5	ヒ・おおきい
丗	U+4E17	5	セイ・ジュウ・よ
个	U+4E2A	3	カ・コ・カン
丱	U+4E31	5	カン・コウ・ギョウ・あげまき
丶	U+4E36	1	チュ・てん
丼	U+4E3C	5	セイ・タン・トン・ショウ・どんぶり・どん
丿	U+4E3F	1	ヘツ・ヘチ・ヨウ・エイ・の
乂	U+4E42	2	ガイ・ゲ・おさめる・かる
乕	U+4E55	7	コ・とら
乖	U+4E56	8	カイ・ケ・そむく・もとる
乘	U+4E58	10	ジョウ・ショウ・のる
乢	U+4E62	4	ガイ・たわ
亂	U+4E82	13	ラン・ロン・みだれる
亅	U+4E85	1	ケツ・カチ・はねぼう
亊	U+4E8A	7	ジ・ズ・こと
于	U+4E8E	3	ウ・キョ・コ・ク・ああ・おいて・ここに・に・より・いわく・を
亞	U+4E9E	8	ア・アク・オウ・つぐ
亟	U+4E9F	8	キ・キョク・コキ・すみやか
亠	U+4EA0	2	トウ・ズ・なべぶた
亢	U+4EA2	4	コウ・キョウ・たかぶる
亰	U+4EB0	9	ケイ・ゲン・キョウ・みやこ
亳	U+4EB3	10	ハク・バク
亶	U+4EB6	13	タン・セン・テン・ゼン・あつい・ほしいまま
仂	U+4EC2	4	ロク・リョク・リキ
仄	U+4EC4	4	ソク・ショク・シキ・かたむく・ほのか
仆	U+4EC6	4	フ・ホク・たおれる
仍	U+4ECD	4	ジョウ・なお・よる
从	U+4ECE	4	ショウ・ジュウ
仗	U+4ED7	5	ジョウ・チョウ・よる
仞	U+4EDE	5	ジン
仟	U+4EDF	5	セン・かしら
仭	U+4EED	5	ジン・ニン・ひろ
价	U+4EF7	6	カイ
伉	U+4F09	6	コウ・たぐい・ならぶ
伜	U+4F1C	6	サイ・ソツ・せがれ
估	U+4F30	7	コ・あきなう・あたい
佇	U+4F47	7	チョ・たたずむ
佗	U+4F57	7	タ・ダ・イ・ほか・わびる
佚	U+4F5A	7	イツ・イチ・テツ・デチ・たのしむ
佛	U+4F5B	7	フツ・ブツ・ホツ・ヒツ・ボチ・ビチ・ブチ・ほとけ
